THE INSTRUMENT SUITE — record-level backfill over the banked corpus (20260907; descriptive; 647 rows; 27s)
kind | campaign | arm | suffix | eval | set | t | k | cell | ema | n | cold | g50 (width) [in 17-35] | P(cold|r0) | yield | fe med/p90 (step1) | viol on fail | valid-wrong | rho | b1 | r_i median | k50/k90 | rescue 1/any | AUC | spurious | t1r@k / verified@k | majority@k
screen | sportC2 | R2 | sB005000 |  | strat512 | 64 | 256 | rg | False | 512 | 34.77 | 27.5 (14.7) [yes] | 76.3 | 27.5 | 9/23 (0.0) | 18.3 | 0.000 | 55.1 | 36.3 | 0.848 | 0/55 | 6.9/31.1 | 0.983 | 2.5 | 52.5 / 55.1 | 34.8
screen | sportC2 | R2 | sB015000 |  | strat512 | 64 | 256 | rg | False | 512 | 33.40 | 27.1 (10.6) [yes] | 76.3 | 25.9 | 9/18 (0.0) | 21.6 | 0.000 | 50.6 | 33.2 | 0.945 | 0/19 | 4.7/25.8 | 0.996 | 0.1 | 50.2 / 50.6 | 32.6
screen | sportC2 | R2 | vb |  | strat512 | 64 | 256 | rg | False | 512 | 35.74 | 27.2 (13.6) [yes] | 84.2 | 27.3 | 9/22 (0.0) | 24.3 | 0.000 | 46.3 | 33.6 | 0.980 | 0/18 | 2.4/16.4 | 0.984 | 0.8 | 44.5 / 46.3 | 33.2
screen | sportC2 | R3 | sAend |  | strat512 | 64 | 256 | rg | False | 512 | 29.69 | 28.0 (13.3) [yes] | 81.6 | 20.6 | 12/21 (0.0) | 21.6 | 0.000 | 39.5 | 30.5 | 1.000 | 0/12 | 2.5/13.9 | 0.943 | 0.0 | 38.3 / 39.5 | 29.7
screen | sportC2 | R3 | sB005000 |  | strat512 | 64 | 256 | rg | False | 512 | 21.48 | 30.2 (15.9) [yes] | 84.2 | 10.6 | 12/21 (0.0) | 24.2 | 0.000 | 26.0 | 22.3 | 1.000 | 0/2 | 2.0/5.7 | 0.926 | 0.0 | 24.6 / 26.0 | 21.9
screen | sportC2 | R3 | sB015000 |  | strat512 | 64 | 256 | rg | False | 512 | 26.95 | 29.0 (15.9) [yes] | 73.7 | 18.8 | 12/21 (0.0) | 17.3 | 0.000 | 34.6 | 26.8 | 1.000 | 0/17 | 0.8/10.4 | 0.881 | 0.0 | 31.8 / 34.6 | 26.8
screen | sportC2 | R3 | vb |  | strat512 | 64 | 256 | rg | False | 512 | 44.73 | 25.9 (11.9) [yes] | 84.2 | 37.8 | 14/29 (0.0) | 13.4 | 0.000 | 53.5 | 43.2 | 1.000 | 0/9 | 1.8/15.9 | 0.983 | 0.0 | 52.1 / 53.5 | 43.9
screen | sportC2 | R3 | vb_hard |  | strat512 | 64 | 1 | rg | False | 512 | 43.16 | 26.4 (17.3) [yes] | 82.9 | 36.2 | 13/29 (0.0) | 5.6 | 0.000 | 43.2 | - | - | 0/0 | -/0.0 | - | - | - / 43.2 | -
screen | sportC2 | R4 | s015000 |  | strat512 | 64 | 256 | rg | True | 512 | 34.96 | 27.2 (13.0) [yes] | 81.6 | 26.8 | 12/26 (0.0) | 9.5 | 0.000 | 57.0 | 35.9 | 0.889 | 0/48 | 6.0/33.9 | 0.996 | 0.0 | 56.2 / 57.0 | 35.7
screen | sportC2 | R4 | s035000 |  | strat512 | 64 | 256 | rg | True | 512 | 32.62 | 27.8 (14.5) [yes] | 78.9 | 24.5 | 12/31 (0.0) | 8.9 | 0.000 | 58.2 | 34.4 | 0.773 | 0/68 | 6.7/38.0 | 0.998 | 0.0 | 57.6 / 58.2 | 33.6
screen | sportC2 | R4 | vb |  | strat512 | 64 | 256 | rg | True | 512 | 34.57 | 27.7 (15.8) [yes] | 81.6 | 26.4 | 12/24 (0.0) | 9.6 | 0.000 | 56.2 | 35.9 | 0.885 | 0/22 | 6.3/33.1 | 0.996 | 0.0 | 55.7 / 56.2 | 34.6
screen | sportC2 | W0 | sAend |  | strat512 | 64 | 256 | rg | False | 512 | 37.50 | 26.9 (12.8) [yes] | 78.9 | 30.3 | 11/32 (0.0) | 13.3 | 0.195 | 60.5 | 37.3 | 0.730 | 0/26 | 7.2/36.9 | 0.996 | 0.2 | 60.2 / 60.5 | 35.7
screen | sportC2 | W0 | sB005000 |  | strat512 | 64 | 256 | rg | False | 512 | 32.62 | 27.7 (13.9) [yes] | 75.0 | 25.2 | 11/26 (0.0) | 11.4 | 0.195 | 59.0 | 34.0 | 0.633 | 0/31 | 7.2/39.1 | 0.995 | 0.2 | 58.0 / 59.0 | 32.6
screen | sportC2 | W0 | sB015000 |  | strat512 | 64 | 256 | rg | False | 512 | 30.86 | 27.8 (12.8) [yes] | 68.4 | 24.3 | 10/25 (0.0) | 15.3 | 0.195 | 53.7 | 30.7 | 0.652 | 0/42 | 4.8/33.1 | 0.996 | 0.1 | 53.5 / 53.7 | 30.5
screen | sportC2 | W0 | vb |  | strat512 | 64 | 256 | rg | False | 512 | 37.50 | 26.9 (12.8) [yes] | 78.9 | 30.3 | 11/32 (0.0) | 13.3 | 0.195 | 60.5 | 37.3 | 0.730 | 0/26 | 7.2/36.9 | 0.996 | 0.2 | 60.2 / 60.5 | 35.7
screen | sportC2 | X1 | s015000 |  | strat512 | 16 | 256 | trm | True | 512 | 20.70 | 30.5 (16.2) [yes] | 63.2 | 13.3 | 2/8 (17.0) | 9.2 | 5.469 | 77.3 | 24.6 | 0.074 | 6/127 | 8.6/71.4 | 0.978 | 0.7 | 71.1 / 77.3 | 22.7
screen | sportC2 | X1 | s035000 |  | strat512 | 16 | 256 | trm | True | 512 | 22.85 | 30.2 (17.2) [yes] | 73.7 | 14.0 | 2/9 (12.0) | 13.0 | 1.562 | 78.7 | 23.2 | 0.055 | 8/143 | 6.6/72.4 | 0.972 | 0.4 | 70.7 / 78.7 | 22.7
screen | sportC2 | X1 | vb |  | strat512 | 16 | 256 | trm | True | 512 | 19.14 | 30.2 (14.1) [yes] | 53.9 | 13.1 | 2/9 (13.3) | 10.1 | 8.008 | 77.0 | 23.0 | 0.062 | 6/144 | 10.4/71.5 | 0.967 | 1.2 | 68.2 / 77.0 | 22.9
screen | sportC2 | X2 | s015000 |  | strat512 | 16 | 256 | trm | True | 512 | 25.00 | 28.4 (11.6) [yes] | 92.1 | 13.3 | 1/5 (5.5) | 36.2 | 0.000 | 35.0 | 13.9 | 0.559 | 0/122 | 0.8/13.3 | 0.921 | 4.0 | 17.4 / 35.0 | 23.8
screen | sportC2 | X2 | s035000 |  | strat512 | 16 | 256 | trm | True | 512 | 28.32 | 29.4 (18.7) [yes] | 94.7 | 16.7 | 1/6 (6.2) | 31.6 | 0.000 | 28.5 | 0.0 | 0.000 | 0/0 | 0.0/0.3 | 0.587 | 41.4 | 0.0 / 28.5 | 0.0
screen | sportC2 | X2 | vb |  | strat512 | 16 | 256 | trm | True | 512 | 41.80 | 26.3 (12.8) [yes] | 94.7 | 32.6 | 2/8 (3.7) | 29.8 | 0.000 | 41.8 | 0.0 | 0.000 | 0/0 | 0.0/0.0 | 0.413 | 79.0 | 0.0 / 41.8 | 0.0
screen |  | x | psportBr2C1_s010000 |  | strat512 | 64 | 256 | rg | None | 512 | 18.16 | 30.2 (13.6) [yes] | 86.8 | 6.2 | 12/21 (0.0) | 37.1 | 0.000 | 50.4 | - | - | 26/180 | -/39.4 | - | - | - / 50.4 | -
screen |  | x | psportBr2C1_s015000 |  | strat512 | 64 | 211 | rg | None | 512 | 20.31 | 31.0 (17.7) [yes] | 89.5 | 8.3 | 10/19 (0.0) | 37.0 | 0.000 | 27.1 | - | - | 0/44 | -/8.6 | - | - | - / - | -
screen |  | x | psportBr2C1s1_s005000 |  | strat512 | 64 | 205 | rg | None | 512 | 14.65 | 29.7 (9.9) [yes] | 65.8 | 5.7 | 16/34 (0.0) | 34.3 | 0.000 | 21.5 | - | - | 0/92 | -/8.0 | - | - | - / - | -
field | public | eqr | cold | eqr_cold_scan20k_D64_n0 | scan20k | 64 | 8 | public | 1 | 20000 | 93.19 | 10.2 (24.8) [no] | 99.8 | 92.1 | 1/11 (9.4) | 31.7 | 0.000 | - | - | - | None/None | -/- | - | - | - / - | -
field | public | eqr | cold | eqr_cold_scan20k_D64_n05 | scan20k | 64 | 8 | public | 1 | 20000 | 90.22 | 14.6 (20.3) [no] | 99.7 | 88.6 | 2/22 (3.6) | 20.4 | 0.000 | - | - | - | None/None | -/- | - | - | - / - | -
field | public | eqr | cold | eqr_cold_strat512_D16_n05 | strat512 | 16 | 8 | public | 1 | 512 | 81.64 | 18.1 (20.4) [yes] | 100.0 | 78.4 | 2/8 (2.9) | 20.2 | 0.000 | - | - | - | None/None | -/- | - | - | - / - | -
field | public | eqr | draws | eqr_draws_sub5k_D16_k8_n0 | sub5k | 16 | 8 | public | 1 | 5000 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | - | - | 96.1 | 87.0 | 1.000 | 1/1 | 87.0/96.1 | 0.986 | 0.0 | 95.8 / 96.1 | -
field | public | eqr | draws | eqr_draws_sub5k_D16_k8_n05 | sub5k | 16 | 8 | public | 1 | 5000 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | - | - | 95.4 | 76.8 | 1.000 | 1/3 | 76.8/95.4 | 0.982 | 0.0 | 94.8 / 95.4 | -
field | public | hrm | cold | hrm_cold_scan20k_D64 | scan20k | 64 | 8 | public | 1 | 20000 | 59.87 | 24.0 (11.3) [yes] | 94.9 | 53.9 | 3/13 (2.6) | 26.7 | 0.170 | - | - | - | None/None | -/- | - | - | - / - | -
field | public | hrm | cold | hrm_cold_strat512_D16 | strat512 | 16 | 8 | public | 1 | 512 | 57.81 | 24.4 (10.4) [yes] | 92.1 | 51.8 | 3/8 (1.7) | 27.1 | 0.000 | - | - | - | None/None | -/- | - | - | - / - | -
field | public | hrm | draws | hrm_draws_sub1k_D64_k2 | sub5k | 64 | 2 | public | 1 | 1000 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | - | - | 8.2 | 4.5 | 0.500 | 1/2 | 4.5/8.2 | 0.855 | 13.8 | 7.4 / 8.2 | -
field | public | hrm | draws | hrm_draws_sub5k_D16_k8 | sub5k | 16 | 8 | public | 1 | 5000 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | - | - | 19.5 | 3.2 | 0.125 | 4/7 | 3.2/19.5 | 0.790 | 11.9 | 9.3 / 19.5 | -
field | public | trm | cold | trm_cold_scan20k_D16_bf16 | scan20k | 16 | 8 | public | 1 | 20000 | 79.12 | 19.8 (16.8) [yes] | 99.9 | 75.6 | 1/4 (37.3) | 22.6 | 0.030 | - | - | - | None/None | -/- | - | - | - / - | -
field | public | trm | cold | trm_cold_scan20k_D64 | scan20k | 64 | 8 | public | 1 | 20000 | 83.45 | 18.1 (18.6) [yes] | 99.9 | 80.7 | 1/7 (35.3) | 22.3 | 0.030 | - | - | - | None/None | -/- | - | - | - / - | -
field | public | trm | cold | trm_cold_strat512_D16 | strat512 | 16 | 8 | public | 1 | 512 | 80.86 | 17.2 (24.0) [yes] | 100.0 | 77.5 | 1/4 (42.5) | 23.0 | 0.000 | - | - | - | None/None | -/- | - | - | - / - | -
field | public | trm | draws | trm_draws_sub5k_D16_k8 | sub5k | 16 | 8 | public | 1 | 5000 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | - | - | 89.9 | 77.8 | 1.000 | 1/2 | 77.8/89.9 | 0.968 | 2.3 | 88.2 / 89.9 | -
field | public | trmc | cold | trmc_cold_scan20k_D64 | scan20k | 64 | 8 | public | 1 | 20000 | 91.75 | 11.4 (24.6) [no] | 99.9 | 90.4 | 1/9 (21.1) | 31.3 | 0.025 | - | - | - | None/None | -/- | - | - | - / - | -
field | public | trmc | cold | trmc_cold_strat512_D16 | strat512 | 16 | 8 | public | 1 | 512 | 85.94 | 16.5 (20.7) [no] | 100.0 | 83.5 | 1/4 (23.6) | 33.1 | 0.000 | - | - | - | None/None | -/- | - | - | - / - | -
field | public | trmc | draws | trmc_draws_sub5k_D16_k8 | sub5k | 16 | 8 | public | 1 | 5000 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | - | - | 94.9 | 64.5 | 0.750 | 1/3 | 64.5/94.9 | 0.729 | 26.5 | 69.8 / 94.9 | -
