THE INSTRUMENT SUITE — record-level backfill over the banked corpus (20260907; descriptive; 647 rows; 27s)
kind | campaign | arm | suffix | eval | set | t | k | cell | ema | n | cold | g50 (width) [in 17-35] | P(cold|r0) | yield | fe med/p90 (step1) | viol on fail | valid-wrong | rho | b1 | r_i median | k50/k90 | rescue 1/any | AUC | spurious | t1r@k / verified@k | majority@k
full | sportB | B2 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 98.05 | - (-) [no] | 97.4 | 98.2 | 0/0 (100.0) | 3.0 | 0.000 | 98.0 | - | - | 0/0 | -/0.0 | - | - | - / 98.0 | -
full | sportB | B2 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportB | B2 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 26.37 | 28.2 (11.7) [yes] | 86.8 | 15.8 | 9/22 (0.0) | 29.6 | 0.000 | 42.2 | - | - | 0/8 | -/21.5 | - | - | - / 42.2 | -
full | sportB | B2 |  | strat_t6 | strat512 | 6 | 10 | rg | None | 512 | 2.15 | 30.9 (4.5) [yes] | 14.5 | 0.0 | 2/5 (0.0) | 29.0 | 0.000 | 2.3 | - | - | 0/0 | -/0.2 | - | - | - / - | -
full | sportB | B2 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 25.78 | 28.5 (12.3) [yes] | 86.8 | 15.1 | 9/20 (0.0) | 29.3 | 0.000 | 41.6 | - | - | 0/7 | -/21.3 | - | - | - / 41.6 | -
full | sportB | B2 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 18.75 | - (-) [no] | 26.7 | 16.3 | 10/18 (0.0) | 30.2 | 0.000 | 18.8 | - | - | 0/0 | -/0.0 | - | - | - / 18.8 | -
full | sportB | B3 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.61 | 30.6 (3.4) [yes] | 18.0 | 0.0 | 2/4 (0.0) | 33.8 | 0.000 | 2.6 | - | - | 0/0 | -/0.0 | - | - | - / 2.6 | -
full | sportB | B3 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 19.14 | 30.4 (15.0) [yes] | 90.5 | 7.1 | 9/18 (0.0) | 33.8 | 0.000 | 19.1 | - | - | 0/0 | -/0.0 | - | - | - / 19.1 | -
full | sportB | B3 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportB | B3 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportB | B3 |  | strat_t256 | strat512 | 256 | 15 | rg | None | 512 | 20.51 | 31.4 (19.3) [yes] | 88.2 | 8.7 | 10/19 (0.0) | 33.5 | 0.000 | 24.8 | - | - | 0/2 | -/5.4 | - | - | - / - | -
full | sportB | B3 |  | strat_t6 | strat512 | 6 | 6 | rg | None | 512 | 2.15 | 31.1 (4.7) [yes] | 14.5 | 0.0 | 2/5 (0.0) | 33.3 | 0.000 | 2.3 | - | - | 0/0 | -/0.2 | - | - | - / - | -
full | sportB | B3 |  | strat_t64 | strat512 | 64 | 15 | rg | None | 512 | 20.51 | 31.4 (19.3) [yes] | 88.2 | 8.7 | 10/19 (0.0) | 33.6 | 0.000 | 24.6 | - | - | 0/2 | -/5.2 | - | - | - / - | -
full | sportB | B3 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 10.94 | - (-) [no] | 20.0 | 8.2 | 9/15 (0.0) | 32.5 | 0.000 | 10.9 | - | - | 0/0 | -/0.0 | - | - | - / 10.9 | -
full | sportB | B4 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 3.07 | 30.7 (4.4) [yes] | 20.9 | 0.1 | 2/5 (0.0) | 32.6 | 0.000 | 3.1 | - | - | 0/0 | -/0.0 | - | - | - / 3.1 | -
full | sportB | B4 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 9.97 | 33.7 (15.9) [yes] | 46.3 | 3.8 | 9/29 (0.0) | 34.6 | 0.000 | 10.0 | - | - | 0/0 | -/0.0 | - | - | - / 10.0 | -
full | sportB | B4 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 12.47 | 31.0 (11.9) [yes] | 55.5 | 5.2 | 18/36 (0.0) | 19.4 | 0.006 | 12.5 | - | - | 0/0 | -/0.0 | - | - | - / 12.5 | -
full | sportB | B4 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 88.67 | - (-) [no] | 88.2 | 88.8 | 0/0 (100.0) | 3.2 | 0.000 | 88.7 | - | - | 0/0 | -/0.0 | - | - | - / 88.7 | -
full | sportB | B4 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 34.18 | 44.4 (128.2) [no] | 38.2 | 33.5 | 0/0 (100.0) | 4.8 | 0.000 | 34.2 | - | - | 0/0 | -/0.0 | - | - | - / 34.2 | -
full | sportB | B4 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 8.40 | 41.2 (28.9) [no] | 30.3 | 4.6 | 10/70 (0.0) | 33.4 | 0.000 | 37.5 | - | - | 2/13 | -/31.8 | - | - | - / 37.5 | -
full | sportB | B4 |  | strat_t6 | strat512 | 6 | 15 | rg | None | 512 | 2.73 | 31.6 (6.1) [yes] | 18.4 | 0.0 | 4/5 (0.0) | 32.2 | 0.000 | 3.7 | - | - | 0/11 | -/1.0 | - | - | - / - | -
full | sportB | B4 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 10.35 | 32.0 (12.9) [yes] | 44.7 | 4.4 | 9/26 (0.0) | 34.3 | 0.000 | 33.4 | - | - | 3/12 | -/25.7 | - | - | - / 33.4 | -
full | sportB | B4 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 4.69 | - (-) [no] | 6.7 | 4.1 | 11/45 (0.0) | 35.3 | 0.000 | 4.7 | - | - | 0/0 | -/0.0 | - | - | - / 4.7 | -
full | sportB | B4s1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 11.49 | 31.0 (11.2) [yes] | 50.6 | 4.9 | 8/27 (0.0) | 29.7 | 0.004 | 11.5 | - | - | 0/0 | -/0.0 | - | - | - / 11.5 | -
full | sportB | B4s1 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 40.04 | 28.3 (32.4) [yes] | 50.0 | 38.3 | 0/0 (100.0) | 5.0 | 0.000 | 40.0 | - | - | 0/0 | -/0.0 | - | - | - / 40.0 | -
full | sportB | B4s1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 49.61 | 25.4 (34.6) [yes] | 56.6 | 48.4 | 0/0 (100.0) | 4.4 | 0.000 | 49.6 | - | - | 0/0 | -/0.0 | - | - | - / 49.6 | -
full | sportB | B4s1 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 13.09 | 31.1 (12.5) [yes] | 53.9 | 6.0 | 9/74 (0.0) | 28.9 | 0.000 | 37.9 | - | - | 1/11 | -/28.5 | - | - | - / 37.9 | -
full | sportB | B4s1 |  | strat_t6 | strat512 | 6 | 6 | rg | None | 512 | 4.69 | 31.1 (7.1) [yes] | 28.9 | 0.5 | 4/5 (0.0) | 30.4 | 0.000 | 4.7 | - | - | 0/0 | -/0.0 | - | - | - / - | -
full | sportB | B4s1 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 11.33 | 32.6 (14.9) [yes] | 46.1 | 5.3 | 8/33 (0.0) | 28.8 | 0.000 | 33.0 | - | - | 2/10 | -/24.4 | - | - | - / 33.0 | -
full | sportB | B4s1 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 7.81 | 54.2 (51.9) [no] | 6.7 | 8.2 | 8/29 (0.0) | 31.4 | 0.000 | 7.8 | - | - | 0/0 | -/0.0 | - | - | - / 7.8 | -
full | sportB | B5 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 10.61 | 30.4 (9.4) [yes] | 52.6 | 3.5 | 10/20 (0.0) | 33.1 | 0.000 | 10.6 | - | - | 0/0 | -/0.0 | - | - | - / 10.6 | -
full | sportB | B5 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportB | B5 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportB | B5 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 11.91 | 30.6 (10.8) [yes] | 50.0 | 5.3 | 12/28 (0.0) | 32.9 | 0.000 | 19.7 | - | - | 0/11 | -/8.9 | - | - | - / 19.7 | -
full | sportB | B5 |  | strat_t6 | strat512 | 6 | 4 | rg | None | 512 | 1.37 | 31.2 (1.0) [yes] | 9.2 | 0.0 | 2/2 (0.0) | 34.4 | 0.000 | 1.8 | - | - | 0/4 | -/0.4 | - | - | - / 1.8 | -
full | sportB | B5 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 11.72 | 30.7 (10.8) [yes] | 50.0 | 5.0 | 12/21 (0.0) | 33.0 | 0.000 | 19.5 | - | - | 0/11 | -/8.8 | - | - | - / 19.5 | -
full | sportB | B5 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 9.38 | - (-) [no] | 20.0 | 6.1 | 12/38 (0.0) | 34.1 | 0.000 | 9.4 | - | - | 0/0 | -/0.0 | - | - | - / 9.4 | -
full | sportBr2 | C1 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.54 | 30.6 (3.2) [yes] | 17.6 | 0.0 | 2/3 (0.0) | 32.3 | 0.000 | 2.5 | - | - | 0/0 | -/0.0 | - | - | - / 2.5 | -
full | sportBr2 | C1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 22.72 | 29.9 (16.1) [yes] | 95.8 | 10.4 | 10/20 (0.0) | 33.3 | 0.000 | 22.7 | - | - | 0/0 | -/0.0 | - | - | - / 22.7 | -
full | sportBr2 | C1 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2 | C1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2 | C1 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 24.22 | 29.9 (17.3) [yes] | 94.7 | 11.9 | 11/21 (0.0) | 33.4 | 0.000 | 32.0 | - | - | 0/9 | -/10.3 | - | - | - / 32.0 | -
full | sportBr2 | C1 |  | strat_t6 | strat512 | 6 | 16 | rg | None | 512 | 1.56 | 31.4 (3.8) [yes] | 10.5 | 0.0 | 2/3 (0.0) | 31.9 | 0.000 | 4.7 | - | - | 6/15 | -/3.2 | - | - | - / 4.7 | -
full | sportBr2 | C1 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 24.02 | 29.9 (17.1) [yes] | 94.7 | 11.7 | 11/20 (0.0) | 33.3 | 0.000 | 31.8 | - | - | 0/9 | -/10.3 | - | - | - / 31.8 | -
full | sportBr2 | C1 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 14.06 | - (-) [no] | 26.7 | 10.2 | 11/16 (0.0) | 32.9 | 0.000 | 14.1 | - | - | 0/0 | -/0.0 | - | - | - / 14.1 | -
full | sportBr2 | C1s1 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.42 | 30.8 (3.1) [yes] | 16.7 | 0.0 | 2/3 (0.0) | 32.8 | 0.000 | 2.4 | - | - | 0/0 | -/0.0 | - | - | - / 2.4 | -
full | sportBr2 | C1s1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 21.05 | 29.6 (13.8) [yes] | 91.0 | 9.2 | 11/22 (0.0) | 38.0 | 0.000 | 21.0 | - | - | 0/0 | -/0.0 | - | - | - / 21.0 | -
full | sportBr2 | C1s1 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2 | C1s1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2 | C1s1 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 24.02 | 30.1 (17.6) [yes] | 96.1 | 11.5 | 12/23 (0.0) | 39.1 | 0.000 | 35.4 | - | - | 0/11 | -/14.9 | - | - | - / 35.4 | -
full | sportBr2 | C1s1 |  | strat_t6 | strat512 | 6 | 15 | rg | None | 512 | 1.95 | 31.3 (4.7) [yes] | 13.2 | 0.0 | 2/5 (0.0) | 32.8 | 0.000 | 2.9 | - | - | 0/14 | -/1.0 | - | - | - / - | -
full | sportBr2 | C1s1 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 23.24 | 30.2 (17.5) [yes] | 92.1 | 11.2 | 11/22 (0.0) | 38.6 | 0.000 | 33.8 | - | - | 0/11 | -/13.7 | - | - | - / 33.8 | -
full | sportBr2 | C1s1 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 15.62 | - (-) [no] | 26.7 | 12.2 | 12/20 (0.0) | 38.1 | 0.000 | 15.6 | - | - | 0/0 | -/0.0 | - | - | - / 15.6 | -
full | sportBr2 | C2 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 20.21 | 30.2 (14.9) [yes] | 91.8 | 8.1 | 9/16 (0.0) | 31.2 | 0.000 | 20.2 | - | - | 0/0 | -/0.0 | - | - | - / 20.2 | -
full | sportBr2 | C2 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2 | C2 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2 | C2 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 21.09 | 29.7 (13.9) [yes] | 89.5 | 9.2 | 9/16 (0.0) | 30.6 | 0.000 | 26.6 | - | - | 0/3 | -/6.9 | - | - | - / 26.6 | -
full | sportBr2 | C2 |  | strat_t6 | strat512 | 6 | 5 | rg | None | 512 | 2.34 | 30.5 (4.2) [yes] | 15.8 | 0.0 | 2/5 (0.0) | 32.7 | 0.000 | 2.3 | - | - | 0/0 | -/0.0 | - | - | - / - | -
full | sportBr2 | C2 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 20.70 | 29.9 (14.2) [yes] | 86.8 | 9.2 | 9/16 (0.0) | 31.0 | 0.000 | 26.6 | - | - | 0/3 | -/7.4 | - | - | - / 26.6 | -
full | sportBr2 | C2 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 10.94 | - (-) [no] | 20.0 | 8.2 | 7/14 (0.0) | 30.7 | 0.000 | 10.9 | - | - | 0/0 | -/0.0 | - | - | - / 10.9 | -
full | sportBr2 | C3 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 22.28 | 29.8 (15.2) [yes] | 88.3 | 11.1 | 7/29 (0.0) | 25.1 | 0.000 | 22.3 | - | - | 0/0 | -/0.0 | - | - | - / 22.3 | -
full | sportBr2 | C3 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 97.85 | 4.1 (24.0) [no] | 98.7 | 97.7 | 0/0 (100.0) | 3.1 | 0.000 | 97.9 | - | - | 0/0 | -/0.0 | - | - | - / 97.9 | -
full | sportBr2 | C3 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2 | C3 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 25.98 | 30.1 (19.8) [yes] | 93.4 | 14.2 | 8/66 (0.0) | 24.2 | 0.000 | 57.4 | - | - | 1/11 | -/42.5 | - | - | - / 57.4 | -
full | sportBr2 | C3 |  | strat_t6 | strat512 | 6 | 16 | rg | None | 512 | 5.08 | 31.4 (7.9) [yes] | 32.9 | 0.2 | 4/5 (0.0) | 30.1 | 0.000 | 6.2 | - | - | 0/6 | -/1.2 | - | - | - / 6.2 | -
full | sportBr2 | C3 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 24.02 | 32.2 (26.0) [yes] | 92.1 | 12.2 | 8/23 (0.0) | 24.9 | 0.000 | 47.9 | - | - | 0/10 | -/31.4 | - | - | - / 47.9 | -
full | sportBr2 | C3 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 10.94 | - (-) [no] | 13.3 | 10.2 | 6/24 (0.0) | 22.0 | 0.000 | 10.9 | - | - | 0/0 | -/0.0 | - | - | - / 10.9 | -
full | sportBr2 | C4 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 22.09 | 29.5 (14.1) [yes] | 91.9 | 10.3 | 9/19 (0.0) | 22.2 | 0.000 | 22.1 | - | - | 0/0 | -/0.0 | - | - | - / 22.1 | -
full | sportBr2 | C4 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2 | C4 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2 | C4 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 22.66 | 29.5 (14.4) [yes] | 89.5 | 11.0 | 8/17 (0.0) | 20.7 | 0.000 | 32.4 | - | - | 0/7 | -/12.6 | - | - | - / 32.4 | -
full | sportBr2 | C4 |  | strat_t6 | strat512 | 6 | 15 | rg | None | 512 | 2.54 | 30.3 (4.2) [yes] | 17.1 | 0.0 | 2/5 (0.0) | 31.6 | 0.000 | 3.7 | - | - | 0/14 | -/1.2 | - | - | - / - | -
full | sportBr2 | C4 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 22.46 | 29.6 (14.6) [yes] | 89.5 | 10.8 | 8/17 (0.0) | 21.7 | 0.000 | 31.2 | - | - | 0/6 | -/11.3 | - | - | - / 31.2 | -
full | sportBr2 | C4 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 14.06 | - (-) [no] | 26.7 | 10.2 | 7/20 (0.0) | 21.8 | 0.000 | 14.1 | - | - | 0/0 | -/0.0 | - | - | - / 14.1 | -
full | sportBr2b | C3X |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 24.59 | 29.8 (17.2) [yes] | 90.0 | 13.5 | 7/33 (0.0) | 13.7 | 0.000 | 24.6 | - | - | 0/0 | -/0.0 | - | - | - / 24.6 | -
full | sportBr2b | C3X |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 99.22 | - (-) [no] | 100.0 | 99.1 | 0/0 (100.0) | 3.2 | 0.000 | 99.2 | - | - | 0/0 | -/0.0 | - | - | - / 99.2 | -
full | sportBr2b | C3X |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2b | C3X |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 27.34 | 29.9 (20.0) [yes] | 90.8 | 16.3 | 8/90 (0.0) | 12.9 | 0.000 | 70.5 | - | - | 1/11 | -/59.4 | - | - | - / 70.5 | -
full | sportBr2b | C3X |  | strat_t6 | strat512 | 6 | 16 | rg | None | 512 | 5.86 | 31.2 (8.2) [yes] | 38.2 | 0.2 | 4/5 (0.0) | 27.2 | 0.000 | 8.0 | - | - | 0/9 | -/2.3 | - | - | - / 8.0 | -
full | sportBr2b | C3X |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 23.63 | 30.1 (17.3) [yes] | 88.2 | 12.4 | 7/25 (0.0) | 13.9 | 0.000 | 58.8 | - | - | 2/12 | -/46.0 | - | - | - / 58.8 | -
full | sportBr2b | C3X |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 17.19 | - (-) [no] | 13.3 | 18.4 | 7/50 (0.0) | 13.2 | 0.000 | 17.2 | - | - | 0/0 | -/0.0 | - | - | - / 17.2 | -
full | sportBr2b | D1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 13.16 | 30.5 (11.1) [yes] | 67.7 | 3.9 | 10/24 (0.0) | 37.8 | 0.000 | 13.2 | - | - | 0/0 | -/0.0 | - | - | - / 13.2 | -
full | sportBr2b | D1 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 49.61 | 25.5 (59.3) [yes] | 59.2 | 47.9 | 0/0 (100.0) | 4.3 | 0.000 | 49.6 | - | - | 0/0 | -/0.0 | - | - | - / 49.6 | -
full | sportBr2b | D1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 88.48 | - (-) [no] | 92.1 | 87.8 | 0/0 (100.0) | 3.6 | 0.000 | 88.5 | - | - | 0/0 | -/0.0 | - | - | - / 88.5 | -
full | sportBr2b | D1 |  | strat_t256 | strat512 | 256 | 15 | rg | None | 512 | 15.04 | 30.9 (13.5) [yes] | 64.5 | 6.4 | 10/26 (0.0) | 37.7 | 0.000 | 25.4 | - | - | 0/5 | -/12.2 | - | - | - / - | -
full | sportBr2b | D1 |  | strat_t6 | strat512 | 6 | 1 | rg | None | 512 | 2.15 | 31.1 (4.7) [yes] | 14.5 | 0.0 | 2/5 (0.0) | 34.6 | 0.000 | 2.1 | - | - | 0/0 | -/0.0 | - | - | - / 2.1 | -
full | sportBr2b | D1 |  | strat_t64 | strat512 | 64 | 14 | rg | None | 512 | 15.04 | 31.1 (13.9) [yes] | 68.4 | 5.7 | 10/25 (0.0) | 38.1 | 0.000 | 24.6 | - | - | 0/7 | -/11.3 | - | - | - / - | -
full | sportBr2b | D1 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 7.81 | 91.2 (118.0) [no] | 6.7 | 8.2 | 11/26 (0.0) | 38.1 | 0.000 | 7.8 | - | - | 0/0 | -/0.0 | - | - | - / 7.8 | -
full | sportBr2b | D2 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 25.36 | 29.3 (15.6) [yes] | 90.8 | 14.3 | 7/27 (0.0) | 14.0 | 0.001 | 25.4 | - | - | 0/0 | -/0.0 | - | - | - / 25.4 | -
full | sportBr2b | D2 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2b | D2 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2b | D2 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 27.54 | 31.3 (27.0) [yes] | 93.4 | 16.1 | 8/29 (0.0) | 12.9 | 0.000 | 39.3 | - | - | 0/11 | -/16.2 | - | - | - / 39.3 | -
full | sportBr2b | D2 |  | strat_t6 | strat512 | 6 | 16 | rg | None | 512 | 7.03 | 30.8 (8.2) [yes] | 42.1 | 0.9 | 4/5 (0.0) | 28.2 | 0.000 | 12.5 | - | - | 0/13 | -/5.9 | - | - | - / 12.5 | -
full | sportBr2b | D2 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 25.98 | 31.4 (25.2) [yes] | 93.4 | 14.2 | 7/19 (0.0) | 14.8 | 0.000 | 37.7 | - | - | 0/11 | -/15.8 | - | - | - / 37.7 | -
full | sportBr2b | D2 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 23.44 | - (-) [no] | 40.0 | 18.4 | 8/33 (0.0) | 14.3 | 0.000 | 23.4 | - | - | 0/0 | -/0.0 | - | - | - / 23.4 | -
full | sportBr2b | D3 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 29.54 | 27.6 (11.1) [yes] | 90.6 | 19.2 | 9/16 (0.0) | 27.2 | 0.000 | 29.5 | - | - | 0/0 | -/0.0 | - | - | - / 29.5 | -
full | sportBr2b | D3 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 30.36 | 27.4 (10.8) [yes] | 91.4 | 20.1 | 9/18 (0.0) | 25.1 | 0.000 | 30.4 | - | - | 0/0 | -/0.0 | - | - | - / 30.4 | -
full | sportBr2b | D3 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2b | D3 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2b | D3 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 29.69 | 28.0 (13.3) [yes] | 88.2 | 19.5 | 9/15 (0.0) | 27.7 | 0.000 | 54.7 | - | - | 0/10 | -/35.6 | - | - | - / 54.7 | -
full | sportBr2b | D3 |  | strat_t6 | strat512 | 6 | 16 | rg | None | 512 | 2.34 | 31.4 (5.4) [yes] | 15.8 | 0.0 | 2/5 (0.0) | 25.1 | 0.000 | 3.9 | - | - | 0/16 | -/1.6 | - | - | - / 3.9 | -
full | sportBr2b | D3 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 29.49 | 28.1 (13.5) [yes] | 86.8 | 19.5 | 9/15 (0.0) | 27.6 | 0.000 | 54.3 | - | - | 0/10 | -/35.2 | - | - | - / 54.3 | -
full | sportBr2b | D3 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 21.88 | 53.5 (98.6) [no] | 26.7 | 20.4 | 9/16 (0.0) | 27.5 | 0.000 | 21.9 | - | - | 0/0 | -/0.0 | - | - | - / 21.9 | -
full | sportBr2b | D4 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 33.53 | 27.3 (12.5) [yes] | 93.5 | 23.4 | 8/16 (0.0) | 25.7 | 0.000 | 33.5 | - | - | 0/0 | -/0.0 | - | - | - / 33.5 | -
full | sportBr2b | D4 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
